Province id,StateID,albanian,arab,belarusian,bulgarian,chinese,czech,estonian,finnish,french,german,greek,hungarian,english,italian,japanese,latvian,lithuanian,polish,romanian,russian,swedish,turkish,ukrainian,yugoslav,spanish,portuguese,dutch,hindi,danish,norwegian
7069,461,Casablanca,Aldaar albayda,Casablanca,Kazablanka,Qiasabulanqia,Casablanca,Casablanca,Casablanca,Casablanca,Casablanca,Kazablanka,Casablanca,Casablanca,Casablanca,Kasaburanka,Kasablanka,Kasablanka,Casablanca,Casablanca,Kasablanka,Casablanca,Kazablanka,Kasablanka,Casablanca,Casablanca,Casablanca,Casablanca,,,
7071,595,Siamen,Shyamin,Siamyn,Syaman,Xiamen,Sia-men,Xiamen Shi,Xiamen,Xiamen,Xiamen,Siamen,Hsziamen,Xiamen,Xiamen,Amoi-shi,Sjameņa,Siamenas,Xiamen,Xiamen,Sjamyn',Xiamen,Xiamen,Sjamen,Xiamen,Xiamen,Xiamen,Xiamen,,,
7072,531,Osaka,Uwsaka,Osaka,Osaka,Daban,Ósaka,Ōsaka,Osaka,Osaka,Osaka,Osaka,Oszaka,Osaka,Osaka,Ōsaka ichi,Osaka,Osaka,Osaka,Osaka,Osaka,Osaka,Osaka,Osaka,Osaka,Osaka,Osaka,Osaka,,,
7081,460,Annaba,Eanaaba,Annaba,Anaba,Bangna,Annaba,Annaba,Annaba,Annaba,Annaba,Anaba,Annába,Annaba,Annaba,An'naba,Annaba,Anaba,Annaba,Annaba,Annaba,Annaba,Annâbe,Annaba,Annaba,Annaba,Annaba,Annaba,,,
7087,532,Shizuoka,,Sidzuoka,,Jinggang,Shizuoka,Shizuoka,Shizuoka,Shizuoka,Shizuoka,Shizuoka,Sizuoka,Shizuoka,Shizuoka,Shizuoka,Shizuoka,Šidzuoka,Shizuoka,Shizuoka,Sidzuoka,Shizuoka,Shizuoka,,Shizuoka,Shizuoka,Shizuoka,Shizuoka,,,
7096,186,Argos,Alarjus,Karp,Argos,A'ergesi,Argos,Argos,Argos,Argos,Argen,Argos,Argosz,Argos,Argo,Arugosu,Argos,Argos,Argos,Argos,Argos,Argos,Argos,Arhos,Argos,Argos,Argos,Argos,,,
7097,602,Changsha,Tshanghsha,Beare,Chansha,Changsha,Čchang-ša,Changsha Shi,Changsha,Changsha,Changsha,Tsangksa,Csangsa,Changsha,Changsha,Nagasa shiti,Čanša,Čangša,Changsha,Changsha,Chansha,Changsha,Çangşa,Chansha,Changsha,Changsha,Changsha,Changsha,,,
7101,750,Changde,Tshanghdah,Changde,Changde,Changde,Čchang-te,Changde,Changde,Changde,Changde,Changde,Changde,Changde,Changde,Jōtokushi,Changde,Čangde,Changde,Changde,Chande,Changde,Changde,Chande,Changde,Changde,Changde,Changde,,,
7125,525,Seuli,Sul,Sieul,Seul,Hancheng,Soul,Soul,Soul,Séoul,Seoul,Seoyl,Szöul,Seoul,Seul,Sōrutokubetsushi,Seula,Seulas,Seul,Seul,Seul,Seoul,Seul,Seul,Seul,Seúl,Seul,Seoel,,,
7127,47,Chalcis,Khalikidha,Halkida,Halkida,Ha'erjisi,Chalkis,Chalkída,Chalkída,Chalcis,Chakau,Chalkida,Halkída,Chalcis,Calcide,Harukisu,Chalcis,Chalkide,Chalkida,Chalkis,Halkida,Chalkis,Halkida,Khalkida,Halkida,Calcis,Cálcis,Chalkis,,,
7132,459,Oran,Warakad,Aran,Oran,Wahelan,Oran,Oran,Oran,Oran,Oran,Oran,Orán,Oran,Orano,Oran,Orāna,Oranas,Oran,Oran,Oran,Oran,Vahran,Oran,Oran,Orán,Orã,Oran,,,
7137,594,Nanning,Nanningh,Nannin,Nannin,Nanning,Nan-ning,Nanning,Nanning,Nanning,Nanning,Naningk,Nanning,Nanning,Nanning,Nan'neishi,Naņnina,Naningas,Nanning,Nanning,Nan'nin,Nanning,Nanning,Nannin,Nanning,Nanning,Nanning,Nanning,,,
7138,363,Charlotte,Sharlut,Sarlat,Sharlat,Xialuote,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Sarlot,Charlotte,Charlotte,Charlotte,Shārotto,Šarlota,Šarlote,Charlotte,Charlott,Sharlott,Charlott,Charlotte,Sharlott,Charlott,Charlotte,Charlotte,Charlotte,,,
7151,455,Amani,Eamaan,Aman,Aman,Anman,Ammán,Amman,Amman,Amman,Amman,Amman,Ammán,Amman,Amman,Anman,Ammāna,Amanas,Amman,Amman,Amman,Amman,Amman,Amman,Amman,Amán,Amã,Amman,,,
7169,533,Sendai,Dikin,Ja prytulak,Senday,Xiantai,Sendai,Sendai,Sendai,Sendai,Sendai,Sentai,Szendai,Sendai,Sendai,Sendai-shi,Sendai,Sendajus,Sendai,Sendai,Sendaj,Sendai,Sendai,Sendaj,Sendai,Sendai,Sendai,Sendai,,,
7183,169,Sevilja,Iishbilia,Sievilja,Sevilya,Saiweiliya,Sevilla,Sevilla,Sevilla,Séville,Sevilla,Sevilli,Sevilla,Sevilla,Siviglia,Sebiria,Sevilja,Sevilija,Sewilla,Sevilla,Sevil'ja,Sevilla,Sevilla,Sevilja,Sevilla,Sevilla,Sevilha,Sevilla,,,
7186,524,Taipei,Taybyh,Taipei,Taype,Taibei,Tchaj-pej,Taipei,Taipei,Taipei,Taipeh,Taipei,Tajpej,Taipei,Taipei,Taipei,Taipeja,Taipejus,Tajpej,Taipei,Tajbej,Taipei,Taipei,Tajbej,Taipei,Taipéi,Taipé,Taipei,,,
7191,596,Hangzhou,Hanghitshu,Chanczou,Handzhou,Hangzhou,Chang-čou,Hangzhou Shi,Hangzhou,Hangzhou,Hangzhou,Changktsooy,Hangcsou,Hangzhou,Hangzhou,Kōshū,Handžou,Hangdžou,Hangzhou,Hangzhou,Hanchzhou,Hangzhou,Hangzhou,Khanchzhou,Hangzhou,Hangzhou,Hancheu,Hangzhou,,,
7193,183,Limassol,Limasul,Limasol,Limasol,Limasuo'er,Lemesos,Limassol,Limassol,Limassol,Limassol,Lemesos,Limassol,Limassol,Limisso,Rimasōru,Limasola,Limasolis,Limassol,Limassol,Limasol,Limassol,Limasol,Limasol,Limassol,Limasol,Limassol,Limasol,,,
7197,530,Kochi,Kutshi,Klub,Kochin,Keqi,Kóčin,Cochin,Kochi,Cochin,Kochi,Kotsi,Koccsi,Kochi,Kochi,Kōchi,Kočina,Kočis,Koczin,Koch,Kochin,Koch,Koçi,Kochi,Kochi,Cochín,Cochim,Kochi,,,
7202,364,Charleston,Tsharlistun,Sarlstan,Charlstan,Cha'ersidun,Charleston,Charleston,Charleston,Charleston,Charleston,Tsarleston,Charleston,Charleston,Charleston,Chārusuton,Charleston,Charleston,Charleston,Charleston,Charlston,Charleston,Charleston,Charlston,Charleston,Charleston,Charleston,Charleston,,,
7211,186,Patra,Batras,Patryjka,Patra,Patelei,Patra,Pátra,Patras,Patras,Patra,Patra,Pátra,Patras,Patrasso,Patora,Patra,Patrai,Patras,Patras,Patry,Patras,Patra,Patry,Patras,Patras,Patras,Patras,,,
7213,166,Teruel,Tirwil,Teruel,Teruel,Teluaier,Teruel,Teruel,Teruel,Teruel,Teruel,Teruel,Teruel,Teruel,Teruel,Terueru,Teruel,Teruelis,Teruel,Teruel,Teruel',Teruel,Teruel,Teruel,Teruel,Teruel,Teruel,Teruel,,,
7222,606,Hefei,Khafi,Chefej,Hafey,Hefei,Che-fej,Hefei,Hefei,Hefei,Hefei,Chefei,Hofej,Hefei,Hefei,Hēfeishiti,Hefei,Hefejus,Hefei,Hefei,Hefej,Hefei,Hefei,Khefej,Hefei,Hefei,Hefei,Hefei,,,
7236,724,Hat Yai,Hat yay,Kapialius yai,Hat yai,He'ai,Hat Yai,Hat Yai,Hat Yai,Hat Yai,Hat Yai,Hat Yai,Hatjaj,Hat Yai,Hat Yai,Bōshi yai,Hat Yai,Hatjajus,Hat Yai,Hat Yai,Hat'jaj,Hat Yai,Hat Yai,Hat yai,Hat Yai,Hat Yai,Hat Yai,Hat Yai,,,
7251,737,Rabaul,Rabwl,Rabaul,Rabaul,Labao'er,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabauru,Rabaul,Rabaulas,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,Rabaul,,,
7274,570,Novosibirsku,Nufusibirisk,Novasibirsk,Novosibirsk,Xinxiboliya,Novosibirsk,Novosibirsk,Novosibirsk,Novossibirsk,Nowosibirsk,Novosibirsk,Novoszibirszk,Novosibirsk,Novosibirsk,Novuoshibirusuku,Novosibirska,Novosibirskas,Nowosybirsk,Novosibirsk,Novosibirsk,Novosibirsk,Novosibirsk,Novosybirsk,Novosibirsk,Novosibirsk,Novosibirsk,Novosibirsk,,,
7290,726,Apia,Ihabir,Apja,Apiya,Apiya,Apia,Apia,Apia,Apia,Apia,Apia,Apia,Apia,Apia,Apia,Apija,Apija,Apia,Apia,Apia,Apia,Apia,Apia,Apia,Apia,Apia,Apia,,,
7294,751,Liangshan,Lian g hadhif,L jan h vydalic,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Usotsuki,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,Liangshan,,,
7302,636,Suva,Sufa,Susyc,Suva,Suwa,Suva,Suva,Suva,Suva,Suva,Soyva,Suva,Suva,Suva,Suba,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Soeva,,,
7315,386,Siatëll,Siatil,Sietl,Siatal,Xiyatu,Seattle,Seattle,Seattle,Seattle,Seattle,Siatl,Seattle,Seattle,Seattle,Shiatoru,Sietla,Sietlas,Seattle,Seattle,Sietl,Seattle,Seattle,Sietl,Seattl,Seattle,Seattle,Seattle,,,
7329,336,Kota Bharu,Kuta bharu,Kota bharu,Kota baru,Gedabalu,Kota Bharu,Kota Bharu,Kota Bharu,Kota Bharu,Kota Bharu,Kota Bharu,Kota Bharu,Kota Bharu,Kota Bharu,Kotabaru,Kota Bharu,Kota Bharu,Kota Bharu,Kota Bharu,Kota-Baru,Kota Bharu,Kota Bharu,Kota-baru,Kota Bharu,Kota Bharu,Kota Bharu,Kota Bharu,,,
7341,402,Aktobe,Uktubi,Actabe,Aktobe,Aketuobie,Aktobe,Aktöbe,Aqtöbe,Aktioubé,Aqtöbe,Aktobe,Aktöbe,Aktobe,Aqtöbe,Akutobe,Aktebe,Aktobe,Aktobe,Aktobe,Aktobe,Aqtöbe,Aktöbe,Aktobe,Aktobe,Aktobé,Aqtöbe,Aqtöbe,,,
7361,464,Halifax,Halifaks,Halifax,Halifaks,Halifakesi,Halifax,Halifax,Halifax,Halifax,Halifax,Halifax,Halifax,Halifax,Halifax,Harifakkusu,Halifax,Halifax,Halifax,Halifax,Galifaks,Halifax,Halifax,Halifaks,Halifax,Halifax,Halifax,Halifax,,,
7371,333,Brunei,Brunay,Bruniej,Bruney,Wenlai,Brunej,Brunei,Brunei,Brunei,Brunei,Broynei,Brunei,Brunei,Brunei,Burunei,Bruneja,Brunejus,Brunei,Brunei,Brunej,Brunei,Brunei,Brunej,Brunej,Brunéi,Brunei,Brunei,,,
7375,398,Perm,Biram,Piersy,Perm,Bi'ermu,Perm,Perm,Permi,Perm,Perwsburg,Perm,Perm,Perm,Perm',Perumu,Perm,Perm,Perm,Perm,Perm,Perm,Perm,Perm,Perm,Perm,Perm,Perm,,,
7376,741,Phnom Penh,Binawm binh,Pnamem,Pnom pen,Jinbian,Phnompenh,Phnom Penh,Phnom Penh,Phnom Penh,Phnom Penh,Pnom Pen,Phnompen,Phnom Penh,Phnom Penh,Punonpen,Pnompeņa,Pnompenis,Phnom Penh,Phnom Penh,Pnompen',Phnom Penh,Phnom Penh,Pnompen,Phnom Penh,Nom Pen,Phnom Penh,Phnom Penh,,,
7381,335,Batavia,Batafya,Batavija,Bataviya,Badaweiya,Batavia,Batavia,Batavia,Batavia,Batavia,Batavia,Batavia,Batavia,Batavia,Batavuia,Batavia,Batavia,Batavia,Batavia,Batavija,Batavia,Batavia,Batavija,Batavia,Batavia,Batávia,Batavia,,,
7394,135,Cork,Alfilin,Kork,Kork,Kake,Cork,Cork,Cork,Corcais,Karl,Cork,Cork,Cork,Cork,Kōku,Cork,Cork,Cork,Cork,Kork,Cork,Cork,Kork,Cork,Cork,Cork,Cork,,,
7408,289,Bangkoku,Bankuk,Bangkok,Bankok,Mangu,Bangkok,Bangkok,Bangkok,Bangkok,Bangkok,Bangkok,Bangkok,Bangkok,Bangkok,Bankoku,Bangkoka,Bankokas,Bangkok,Bangkok,Bangkok,Bangkok,Bangkok,Banhkok,Bangkok,Bangkok,Banguecoque,Bangkok,,,
7418,744,Sian,Shyan,Sijan,Sian,Xi'an,Si-an,Xi'an Shi,Xi’an,Xi'an,Xi’an,Sian,Hszian,Xi'an,Xi'an,Shīan-shi,Sjiaņa,Sianas,Xi’an,Xi'an,Sian',Xi'an,Xi'an,Sian,Xi'an,Xi'an,Xiam,Xi'an,,,
7476,496,Belo Horizonte,Aistieab bada,Bielu-aryzonty,Belo orizonti,Beiluo'aolicangte,Belo Horizonte,Belo Horizonte,Belo Horizonte,Belo Horizonte,Belo Horizonte,Belo Orizonte,Belo Horizonte,Belo Horizonte,Belo Horizonte,Beroorizonte,Beluorizonti,Belo Horizonte,Belo Horizonte,Belo Horizonte,Belu-Orizonti,Belo Horizonte,Belo Horizonte,Belu-oryzonti,Belo Horizonte,Belo Horizonte,Belo Horizonte,Belo Horizonte,,,
7480,367,Mobile,Mahmul,Ruchavy,Mobile,Mobi'er,Mobile,Mobile,Mobile,Mobile,Mobile,Mobile,Mobile,Mobile,Mobile,Mōbiru,Mobile,Mobile,Mobile,Mobile,Mobil,Mobile,Mobile,Mobil,Mobile,Mobile,Mobile,Mobile,,,
7500,510,Rosario,Rwsaryw,Rasarya,Rosario,Luosaliao,Rosario,Rosario,Rosario,Rosario,Rosario,Rosario,Rosario,Rosario,Rosario,Rosario,Rosario,Rosarijas,Rosario,Rosario,Rosario,Rosario,Rosario,Rosario,Rosario,Rosario,Rosário,Rosario,,,
7520,285,Newcastle,Niukasil,Newcastle,Nyukasal,Niuqiasi'er,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Nyūkassuru,Newcastle,Niukaslas,Newcastle,Newcastle,N'jukasl,Newcastle,Newcastle,Njukasl,Newcastle,Newcastle,Newcastle,Newcastle,,,
7530,352,Cizîr,Jazirat aibn eumar,Cesre,Cizre,Jizilei,Cizre,Cizîr,Cizîr,Cizre,Cizre,Cizîr,Cizîr,Cizîr,Cizre,Jizure,Cizîr,Cizîr,Cizre,Cizre,Dzhizre,Cizre,Cizre,Dzhyzre,Cizîr,Cizre,Cizre,Cizîr,,,
7552,371,New Orleans,Niu uwrlinz,Novy arliean,Nyu orlians,Xin'ao'erliang,New Orleans,New Orleans,New Orleans,La Nouvelle-Orléans,New Orleans,Nea Orleani,New Orleans,New Orleans,New Orleans,Nyūōrinzu,Ņūorleāna,Naujasis Orleanas,Nowy Orlean,New Orleans,Novyj Orlean,New Orleans,New Orleans,Novyj orlean,New Orlean,Nueva Orleans,Nova Orleães,Nieuw Orleans,,,
7564,521,Brisbane,Kabir,Brysbien,Brizban,Bulisiban,Brisbane,Brisbane,Brisbane,Brisbane,Brisbane,Brisbein,Brisbane,Brisbane,Brisbane,Burisuben,Brisbena,Brisbanas,Brisbane,Brisbane,Brisben,Brisbane,Brisbane,Brysben,Brisbane,Brisbane,Brisbane,Brisbane,,,
7566,521,Townsville,Tawnsfil,Taunsvil,Taunsvil,Tangsiwei'er,Townsville,Townsville,Townsville,Townsville,Townsville,Townsville,Townsville,Townsville,Townsville,Taunzubiru,Townsville,Taunsvilis,Townsville,Townsvill,Taunsvill,Townsville,Townsville,Taunsvill,Townsville,Townsville,Townsville,Townsville,,,
7590,315,Guantánamo,Guntanamo,Huantanama,Guantanamo,Guantanamo,Guantánamo,Guantánamo,Guantánamo,Guantánamo,Guantánamo,Gkoyantanamo,Guantánamo,Guantánamo,Guantánamo,Guantanamo,Guantánamo,Gvantanamas,Guantánamo,Guantánamo,Guantanamo,Municipio de Guantánamo,Guantánamo,Huantanamo,Guantánamo,Guantánamo,Guantánamo,Guantánamo,,,
7597,404,Kzyl-Orda,Kizilurda,Kyzylard,Kazalorda,Kezile'ao'erda,Kyzylorda,Kõzõlorda,Qızılorda,Kyzylorda,Qysylorda,Kizilornta,Kizilorda,Kzyl-Orda,Qyzylorda,Kuzuroruda,Kizilorda,Kyzylorda,Kyzyłorda,Qyzylorda,Kyzylorda,Qyzylorda,Kızılorda,Kyzylorda,Kzyl-Orda,Kyzylorda,Qyzylorda,Qızılorda,,,
7604,419,Orumiyeh,Arumia,Urmija,Urmiya,Wu'ermiye,Orumíje,Orumiyeh,Urmia,Ourmia,Urmia,Oyrmia,Urmia,Orumiyeh,Urmia,Orūmīie,Orumiyeh,Urmija,Urmia,Urumieh,Urmija,Urmia,Urmiye,Urmija,Urmija,Urmía,Úrmia,Urmia,,,
7617,685,Colón,Kulun,Kimlivac,Colón,Col�n,Colón,Colón,Colón,Colón,Colón,Colón,Colón,Colón,Colón,Ketchō,Colón,Colón,Colón,Colón,Kolon,Colón,Colón,Kolon,Colón,Colón,Colón,Colón,,,
7620,344,Malatya,Miltia,Malatya,Malatiya,Maladiya,Malatya,Malatya,Malatya,Malatya,Malatya,Malateia,Malatya,Malatya,Malatya,Maratiya,Malatja,Malatija,Malatya,Malatya,Malat'ja,Malatya,Malatya,Malatja,Malatya,Malatya,Malatya,Malatya,,,
7621,278,Mar del Plata,Qatl alqalb,Mar-del-plata,Mar del plata,Madepulata,Mar del Plata,Mar del Plata,Mar del Plata,Mar del Plata,Mar del Plata,Mar ntel Plata,Mar del Plata,Mar del Plata,Mar del Plata,Maru deru purata,Mar del Plata,Mar del Plata,Mar del Plata,Mar del Plata,Mar-del'-Plata,Mar del Plata,Mar del Plata,Mar-del-plata,Mar del Plata,Mar del Plata,Mar del Plata,Mar del Plata,,,
7622,315,Havana,Hafana,Gavana,Havana,Hawana,Havana,Havanna,Havanna,La Havane,Havanna,Avana,Havanna,Havana,L'Avana,Habana,Havana,Havana,Hawana,Havana,Gavana,Havanna,Havana,Havana,Havana,La Habana,Havana,Havana,,,
7630,304,Panamaja,Banama,Panama,Panama,Banama,Panama,Panama,Panama,Panama,Panama,Panamas,Panama,Panamá,Panama,Panama,Panama,Panama,Panama,Panama,Panama,Panama,Panama,Panama,Panama,Panamá,Panamá,Panama,,,
7660,319,Santo Domingo,Santu duminghu,Santa-daminha,Santo domingo,Shengduomingge,Santo Domingo,Santo Domingo,Santo Domingo,Saint-Domingue,Santo Domingo,Santo Ntomingko,Santo Domingo,Santo Domingo,Santo Domingo,Santodomingo,Santodomingo,Santo Domingas,Santo Domingo,Santo Domingo,Santo-Domingo,Santo Domingo,Santo Domingo,Santo-dominho,Santo Domingo,Santo Domingo,São Domingos,Santo Domingo,,,
7661,229,Baku,Baku,Zacih,Baku,Baku,Baku,Bakuu,Baku,Bakou,Windenstadt,Bakoy,Baku,Baku,Baku,Bakū,Baku,Baku,Baku,Baku,Baku,Baku,Bakü,Baku,Baku,Bakú,Bacu,Bakoe,,,
7669,520,Darwin,Darwin,Darvin,Darvin,Da'erwen,Darwin,Darwin,Darwin,Darwin,Darwin,Darvinos,Darwin,Darwin,Darwin,Dāuin,Darwin,Darvinas,Darwin,Darwin,Darvin,Darwin,Darwin,Darvin,Darwin,Darwin,Darwin,Darwin,,,
7757,569,Kemerovo,Kimitrufu,Kiemierava,Kemerovo,Kemailuowo,Kemerovo,Kemerovo,Kemerovo,Kemerovo,Kemerowo,Kemerovo,Kemerovo,Kemerovo,Kemerovo,Kemerovuo,Kemerova,Kemerovas,Kemerowo,Kemerovo,Kemerovo,Kemerovo,Kemerovo,Kemerovo,Kemerovo,Kémerovo,Kemerovo,Kemerovo,,,
7789,578,Tomsk,Tumisk,Tomsk,Tomsk,Tuomusike,Tomsk,Tomsk,Tomsk,Tomsk,Tomsk,Tomsk,Tomszk,Tomsk,Tomsk,Tomusuku,Tomska,Tomskas,Tomsk,Tomsk,Tomsk,Tomsk,Tomsk,Tomsk,Tomsk,Tomsk,Tomsk,Tomsk,,,
7798,517,Melburni,Milburn,Mielburn,Melbarn,Mo'erben,Melbourne,Melbourne,Melbourne,Melbourne,Melbourne,Melvoyrni,Melbourne,Melbourne,Melbourne,Meruborun,Melburna,Melburnas,Melbourne,Melbourne,Mel'burn,Melbourne,Melbourne,Melburn,Melbourne,Melbourne,Melbourne,Melbourne,,,
7799,330,Uliastay,Alyastay,Uliastai,Ulyastay,Wuliyasutaicheng,Uliastaj,Uliastay,Uliastai,Uliastay,Uliastai,Uliastay,Uliastay,Uliastay,Uliastaj,Uriyasutai,Uliastay,Ulijastajus,Uliastaj,Uliastay,Uliastaj,Uliastaj,Uliastay,Uliastaj,Uliastay,Uliastay,Uliastay,Uliastaj,,,
7834,383,Topeka,Twbyka,Topika,Topika,Tuopiqia,Topeka,Topeka,Topeka,Topeka,Topeka,Topika,Topeka,Topeka,Topeka,Topika,Topika,Topeka,Topeka,Topek,Topika,Topeka,Topek,Topika,Topek,Topeka,Topeka,Topeka,,,
7835,564,Ulan-ude,Uwlan-uwdi,Ulan-ude,Ulan ude,Wulanwude,Ulan-ude,Ulan-ude,Ulan-ude,Oulan-oude,Ulan-ude,Oylan oynte,Ulan-ude,Ulan-Ude,Ulan-ude,Uran ude,Ulanude,Ulan ude,Ulan ude,Ulan-ude,Ulan-Ude,Ulan-ude,Ulan-ude,Ulan-ude,Ulan-ude,Ulan-ude,Ulan-ude,Oelan-oede,,,
7859,285,Canberra,Kanbira,Kanfiera,Kanbera,Kanpeila,Canberra,Canberra,Canberra,Canberra,Canberra,Kabera,Canberra,Canberra,Canberra,Kyanbera,Kanbera,Kanbera,Canberra,Canberra,Kanberra,Canberra,Canberra,Kanberra,Canberra,Canberra,Camberra,Canberra,,,
7921,481,Durango,Wilayat duranghu,Bruku,Durango,Dulangezhou,Durango,Durango osariik,Durango,Durango,Durango,Ntoyrangko,Durango,Durango,Durango,Dourango shū,Durango,Durangas,Durango,Durango,Durango,Durango,Durango,Duranho,Durango,Durango,Durango,Durango,,,
7940,604,Golmud,Ghulmud,Golmud,Golmud,Ge'ermu,Golmud,Golmud,Golmud,Golmud,Golmud,Golmud,Golmud,Golmud,Golmud,Gorumudo-shi,Golmud,Golmud,Golmud,Golmud,Golmud,Golmud,Golmud,Holmud,Golmud,Golmud,Golmud,Golmoed,,,
7953,413,Ahvaz,Alahwaz,Komin,Ahvaz,Awashi,Ahváz,Ahvāz,Ahvāz,Ahvaz,Ahvaz,Achvaz,Ahváz,Ahvaz,Ahvaz,Afuvuāzu,Ahvāza,Ahvazas,Ahwaz,Ahvaz,Ahvaz,Ahvaz,Ahvaz,Akhvaz,Ahvaz,Ahvaz,Ahvaz,Ahvaz,,,
7959,298,Monrovia,Munrufia,Manrovia,Monroviya,Mengluoweiya,Monrovia,Monrovia,Monrovia,Monrovia,Monrovia,Monrovia,Monrovia,Monrovia,Monrovia,Monrobia,Monrovija,Monrovija,Monrovia,Monrovia,Monrovija,Monrovia,Monrovia,Monrovija,Monrovia,Monrovia,Monróvia,Monrovia,,,
7960,658,Abu Dabi,Abu zabi,Abu-dabi,Abu dabi,Abuzhabi,Abú Zabí,Abu Dhabi,Abu Dhabi,Abou Dabi,Abu Dhabi,Aboy Ntabi,Abu-Dzabi,Abu Dhabi,Abu Dhabi,Abudabi-shi,Abū Dabi,Abu Dabis,Abu Zabi,Abu Dhabi,Abu-Dabi,Abu Dhabi,Abu Dabi,Abu-dabi,Abu Dhabi,Abu Dabi,Abu Dhabi,Aboe Dhabi,,,
7965,747,Dali,Dali,Abo,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dari,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,Dali,,,
7969,420,Karaj,Karj,Kerge,Karadzh,Qialaji,Karadž,Karaj,Karaj,Karadj,Karadsch,Karatz,Karadzs,Karaj,Karaj,Kyaraji,Karadža,Karadžas,Karadż,Karaj,Keredzh,Karaj,Kerec,Keredzh,Karadž,Karaj,Caraje,Karaj,,,
7980,271,Harar,Harar,Jaje,Harar,Hale'er,Harar,Harer,Harar,Harar,Harar,Charar,Harar,Harar,Harar,Harāru,Harar,Hararas,Harer,Harar,Harer,Hara,Harar,Kharer,Harar,Harrar,Harar,Harar,,,
7982,412,Bandar e'Abbas,,,,Abasigang,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,Bandar e'Abbas,,,
7990,414,Birjand,Birjand,Birdzend,Birdzhand,Bierzhande,Bírdžand,Birjand,Birjand,Birdjand,Birdschand,Birjand,Birjand,Birjand,Birjand,Bīrujando,Birjand,Birjand,Birdżand,Birjand,Birdzhend,Birjand,Bircend,Birdzhand,Birdžand,Biryand,Birjand,Birjand,,,
7994,291,Qerbelaja,Karbala,Rarbala,Kerbala,Qia'erbala,Karbalá,Karbalā’,Karbala,Kerbala,Kerbela,Karbala,Kerbela,Karbala,Kerbela,Karubarā,Kerbela,Kerbela,Karbala,Karbala,Kerbela,Karbala,Kerbela,Kerbela,Karbala,Kerbala,Carbala,Karbala,,,
8001,291,Nexhef,Alnajaf,Negrance,Nadzhaf,Najiefu,Nadžaf,An-Najaf,Najaf,Nadjaf,Nadschaf,Natzaf,Nedzsef,Najaf,Najaf,Najafu,Nedžefa,Nadžafas,An-Nadżaf,Najaf,En-Nadzhaf,Najaf,Necef,En-nadzhaf,Najaf,Náyaf,An-Najaf,Najaf,,,
8010,324,Punakha,Punakha,Punakha,Punakha,Punaqia,Punákha,Punakha,Punakha,Punakha,Punakha,Poynaka,Punakha,Punakha,Punakha,Punaka,Punakha,Punaka,Punakʽa,Punakha,Punakha,Punakha,Punakha,Punakkha,Punakha,Punakha,Punakha,Poenakha,,,
8011,425,Bangalore,Banghalur,Banhalor,Bengaluru,Banjialuo'er,Bengalúr,Bengaluru,Bangalore,Bangalore,Bengaluru,Bangkalor,Bengaluru,Bangalore,Bangalore,Bengarūru,Bengalūru,Bengalūras,Bengaluru,Bengaluru,Bangalor,Bangalore,Bangalore,Benhaluru,Bangalore,Bangalore,Bangalor,Bangalore,,,
8031,411,Yazd,Yazid,Ez,Yazd,Yazide,Jazd,Yazd,Yazd,Yazd,Yazd,Giaznt,Jazd,Yazd,Yazd,Yazudo,Yazd,Jezdas,Jazd,Yazd,Jezd,Yazd,Yezd,Yezd,Jazd,Yazd,Iazde,Yazd,,,
8032,485,Manzanillo,Manzanilu,Manzanillo,Manzanillo,Manzanillo,Manzanillo,Manzanillo,Manzanillo,Manzanillo,Manzanillo,Manzanillo,Manzanillo,Manzanillo,Manzanillo,Mansaniyo,Manzanillo,Mansaniljas,Manzanillo,Manzanillo,Mansanil'o,Manzanillo,Manzanillo,Mansaniljo,Manzanillo,Manzanillo,Manzanillo,Manzanillo,,,
